dataset_root,relative_path,size_bytes,size_human,mtime
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3890.0.0.0,7675084,7.32 MiB,2026-07-13T14:38:17
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3891.0.0.0,7675608,7.32 MiB,2026-07-13T14:38:23
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3892.0.0.0,7654821,7.30 MiB,2026-07-13T14:38:20
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3893.0.0.0,7631479,7.28 MiB,2026-07-13T14:45:20
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3894.0.0.0,7649179,7.29 MiB,2026-07-13T14:38:21
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3895.0.0.0,7660386,7.31 MiB,2026-07-13T14:38:26
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3896.0.0.0,7659251,7.30 MiB,2026-07-13T14:38:34
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3897.0.0.0,7653854,7.30 MiB,2026-07-13T14:38:39
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3898.0.0.0,7659987,7.31 MiB,2026-07-13T14:38:30
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3899.0.0.0,7667289,7.31 MiB,2026-07-13T14:38:37
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3900.0.0.0,7674628,7.32 MiB,2026-07-13T14:38:37
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3901.0.0.0,7650162,7.30 MiB,2026-07-13T14:38:47
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3902.0.0.0,7647085,7.29 MiB,2026-07-13T14:38:46
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3903.0.0.0,7653690,7.30 MiB,2026-07-13T14:38:45
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3904.0.0.0,7630806,7.28 MiB,2026-07-13T20:17:55
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3905.0.0.0,7618125,7.27 MiB,2026-07-13T14:38:48
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3906.0.0.0,7631218,7.28 MiB,2026-07-13T14:38:51
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3907.0.0.0,7645063,7.29 MiB,2026-07-13T14:38:57
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3908.0.0.0,7644636,7.29 MiB,2026-07-13T14:39:00
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3909.0.0.0,7614705,7.26 MiB,2026-07-13T14:38:58
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3910.0.0.0,7625924,7.27 MiB,2026-07-13T14:39:02
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3911.0.0.0,7637202,7.28 MiB,2026-07-13T14:39:11
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3912.0.0.0,7635598,7.28 MiB,2026-07-13T14:39:08
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3913.0.0.0,7617167,7.26 MiB,2026-07-13T14:39:10
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3914.0.0.0,7613143,7.26 MiB,2026-07-13T14:39:11
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3915.0.0.0,7618221,7.27 MiB,2026-07-13T14:39:21
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3916.0.0.0,7629792,7.28 MiB,2026-07-13T14:39:20
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3917.0.0.0,7638905,7.29 MiB,2026-07-13T14:39:21
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3918.0.0.0,7674266,7.32 MiB,2026-07-13T14:39:22
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3919.0.0.0,7659080,7.30 MiB,2026-07-13T14:39:29
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3920.0.0.0,7643179,7.29 MiB,2026-07-13T14:39:33
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3921.0.0.0,7641988,7.29 MiB,2026-07-13T14:39:32
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3922.0.0.0,7646992,7.29 MiB,2026-07-13T14:39:30
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3923.0.0.0,7649264,7.29 MiB,2026-07-13T14:39:37
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3924.0.0.0,7658999,7.30 MiB,2026-07-13T14:39:35
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3925.0.0.0,7645615,7.29 MiB,2026-07-13T14:39:44
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3926.0.0.0,7664499,7.31 MiB,2026-07-13T14:39:42
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3927.0.0.0,7618018,7.27 MiB,2026-07-13T14:39:37
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3928.0.0.0,7592479,7.24 MiB,2026-07-13T14:39:49
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3929.0.0.0,7604087,7.25 MiB,2026-07-13T14:39:45
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3930.0.0.0,7620350,7.27 MiB,2026-07-13T14:39:47
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3931.0.0.0,7655823,7.30 MiB,2026-07-13T14:39:58
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3932.0.0.0,7655853,7.30 MiB,2026-07-13T14:39:55
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3933.0.0.0,7651738,7.30 MiB,2026-07-13T14:39:58
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3934.0.0.0,7644951,7.29 MiB,2026-07-13T14:39:59
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3935.0.0.0,7639641,7.29 MiB,2026-07-13T14:40:01
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3936.0.0.0,7629091,7.28 MiB,2026-07-13T14:40:04
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3937.0.0.0,7627330,7.27 MiB,2026-07-13T14:40:09
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3938.0.0.0,7641146,7.29 MiB,2026-07-13T14:40:03
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3939.0.0.0,7655203,7.30 MiB,2026-07-13T14:40:11
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3940.0.0.0,7650913,7.30 MiB,2026-07-13T14:40:08
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3941.0.0.0,7664745,7.31 MiB,2026-07-13T14:40:15
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3942.0.0.0,7656799,7.30 MiB,2026-07-13T14:40:20
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3943.0.0.0,7641242,7.29 MiB,2026-07-13T14:40:24
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3944.0.0.0,7626782,7.27 MiB,2026-07-13T14:40:19
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3945.0.0.0,7633355,7.28 MiB,2026-07-13T14:40:26
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3946.0.0.0,7626261,7.27 MiB,2026-07-13T14:40:31
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3947.0.0.0,7629109,7.28 MiB,2026-07-13T14:40:29
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3948.0.0.0,7662370,7.31 MiB,2026-07-13T14:40:37
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3949.0.0.0,7667243,7.31 MiB,2026-07-13T14:40:37
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3950.0.0.0,7644572,7.29 MiB,2026-07-13T20:52:03
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3951.0.0.0,7637273,7.28 MiB,2026-07-13T14:40:37
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3952.0.0.0,7670386,7.32 MiB,2026-07-13T14:40:51
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3953.0.0.0,7640437,7.29 MiB,2026-07-13T14:40:52
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3954.0.0.0,7642606,7.29 MiB,2026-07-13T14:41:06
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3955.0.0.0,7657010,7.30 MiB,2026-07-13T14:40:57
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3956.0.0.0,7647637,7.29 MiB,2026-07-13T14:41:17
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3957.0.0.0,7627879,7.27 MiB,2026-07-13T14:41:21
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3958.0.0.0,7607202,7.25 MiB,2026-07-13T14:41:21
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3959.0.0.0,7644197,7.29 MiB,2026-07-13T14:52:27
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3960.0.0.0,7676632,7.32 MiB,2026-07-13T14:41:36
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3961.0.0.0,7655317,7.30 MiB,2026-07-13T14:41:37
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3962.0.0.0,7634008,7.28 MiB,2026-07-13T14:41:45
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3963.0.0.0,7635343,7.28 MiB,2026-07-13T14:41:44
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3964.0.0.0,7656207,7.30 MiB,2026-07-13T14:41:57
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3965.0.0.0,7662213,7.31 MiB,2026-07-13T14:41:57
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3966.0.0.0,7660278,7.31 MiB,2026-07-13T14:42:06
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3967.0.0.0,7659793,7.30 MiB,2026-07-13T14:42:09
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3968.0.0.0,7643699,7.29 MiB,2026-07-13T14:42:21
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3969.0.0.0,7654091,7.30 MiB,2026-07-13T14:42:24
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3970.0.0.0,7670905,7.32 MiB,2026-07-13T14:42:29
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3971.0.0.0,7668200,7.31 MiB,2026-07-13T14:42:32
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3972.0.0.0,7679546,7.32 MiB,2026-07-13T14:42:35
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3973.0.0.0,7679228,7.32 MiB,2026-07-13T14:42:34
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3974.0.0.0,7689799,7.33 MiB,2026-07-13T14:42:36
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3975.0.0.0,7681688,7.33 MiB,2026-07-13T14:42:38
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3976.0.0.0,7675546,7.32 MiB,2026-07-13T14:42:50
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3977.0.0.0,7665923,7.31 MiB,2026-07-13T14:42:51
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3978.0.0.0,7643163,7.29 MiB,2026-07-13T14:42:59
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3979.0.0.0,7655334,7.30 MiB,2026-07-13T14:42:53
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3980.0.0.0,7650558,7.30 MiB,2026-07-13T14:42:57
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3981.0.0.0,7638668,7.28 MiB,2026-07-13T14:43:05
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3982.0.0.0,7650981,7.30 MiB,2026-07-13T14:43:12
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3983.0.0.0,7669350,7.31 MiB,2026-07-13T14:43:10
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3984.0.0.0,7680679,7.32 MiB,2026-07-13T14:43:11
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3985.0.0.0,7665512,7.31 MiB,2026-07-13T14:43:12
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3986.0.0.0,7643040,7.29 MiB,2026-07-13T14:43:21
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3987.0.0.0,7663111,7.31 MiB,2026-07-13T14:43:23
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3988.0.0.0,7643765,7.29 MiB,2026-07-13T14:43:20
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3989.0.0.0,7625126,7.27 MiB,2026-07-13T14:43:21
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3990.0.0.0,7643758,7.29 MiB,2026-07-13T14:43:28
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3991.0.0.0,7665930,7.31 MiB,2026-07-13T14:47:59
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3992.0.0.0,7639671,7.29 MiB,2026-07-13T14:43:30
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3993.0.0.0,7629731,7.28 MiB,2026-07-13T14:43:31
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3994.0.0.0,7634527,7.28 MiB,2026-07-13T14:43:34
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3995.0.0.0,7650722,7.30 MiB,2026-07-13T15:01:35
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3996.0.0.0,7651030,7.30 MiB,2026-07-13T14:43:38
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3997.0.0.0,7670696,7.32 MiB,2026-07-13T14:43:38
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3998.0.0.0,7664934,7.31 MiB,2026-07-13T14:43:41
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/3999.0.0.0,7667717,7.31 MiB,2026-07-13T14:43:44
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/4000.0.0.0,7662731,7.31 MiB,2026-07-13T14:43:44
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/4001.0.0.0,7664141,7.31 MiB,2026-07-13T14:43:47
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/4002.0.0.0,7664053,7.31 MiB,2026-07-13T14:43:54
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/4003.0.0.0,7655044,7.30 MiB,2026-07-13T14:43:55
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/4004.0.0.0,7668518,7.31 MiB,2026-07-13T14:43:55
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/4005.0.0.0,7628211,7.27 MiB,2026-07-13T14:43:58
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/4006.0.0.0,7642443,7.29 MiB,2026-07-13T14:44:05
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/4007.0.0.0,7658857,7.30 MiB,2026-07-13T14:44:04
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/4008.0.0.0,7658355,7.30 MiB,2026-07-13T14:44:02
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/4009.0.0.0,7658851,7.30 MiB,2026-07-13T14:44:08
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/4010.0.0.0,7672238,7.32 MiB,2026-07-13T14:44:12
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/4011.0.0.0,7680670,7.32 MiB,2026-07-13T14:44:16
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/4012.0.0.0,7678029,7.32 MiB,2026-07-13T14:44:22
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/4013.0.0.0,7634466,7.28 MiB,2026-07-13T14:44:24
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/4014.0.0.0,7618321,7.27 MiB,2026-07-13T14:44:29
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/4015.0.0.0,7641195,7.29 MiB,2026-07-13T14:44:39
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/4016.0.0.0,7658679,7.30 MiB,2026-07-13T14:44:39
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/4017.0.0.0,7651018,7.30 MiB,2026-07-13T14:44:41
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/4018.0.0.0,7655234,7.30 MiB,2026-07-13T14:44:38
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/4019.0.0.0,7668642,7.31 MiB,2026-07-13T14:44:47
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/4020.0.0.0,7641425,7.29 MiB,2026-07-13T14:44:50
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/4021.0.0.0,7642475,7.29 MiB,2026-07-13T14:44:45
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/4022.0.0.0,7654186,7.30 MiB,2026-07-13T14:44:52
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/4023.0.0.0,7645249,7.29 MiB,2026-07-13T14:44:53
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/4024.0.0.0,7655057,7.30 MiB,2026-07-13T14:44:58
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/4025.0.0.0,7673531,7.32 MiB,2026-07-13T14:44:59
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/4026.0.0.0,7675992,7.32 MiB,2026-07-13T14:44:58
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/4027.0.0.0,7683919,7.33 MiB,2026-07-13T14:45:01
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/4028.0.0.0,7684193,7.33 MiB,2026-07-13T14:45:07
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/4029.0.0.0,7674264,7.32 MiB,2026-07-13T14:45:06
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/4030.0.0.0,7680205,7.32 MiB,2026-07-13T14:45:09
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/4031.0.0.0,7693532,7.34 MiB,2026-07-13T14:45:08
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/4032.0.0.0,7684192,7.33 MiB,2026-07-13T14:45:17
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/4033.0.0.0,7676192,7.32 MiB,2026-07-13T14:45:17
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/4034.0.0.0,7672884,7.32 MiB,2026-07-13T14:45:17
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/4035.0.0.0,7656593,7.30 MiB,2026-07-13T14:45:16
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/4036.0.0.0,7677072,7.32 MiB,2026-07-13T14:45:24
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/4037.0.0.0,7690425,7.33 MiB,2026-07-13T14:45:30
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/4038.0.0.0,7706640,7.35 MiB,2026-07-13T14:45:27
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/4039.0.0.0,7683234,7.33 MiB,2026-07-13T14:45:25
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/4040.0.0.0,7666425,7.31 MiB,2026-07-13T14:52:00
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/4041.0.0.0,7660682,7.31 MiB,2026-07-13T14:45:32
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/4042.0.0.0,7668425,7.31 MiB,2026-07-13T14:45:31
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/4043.0.0.0,7655836,7.30 MiB,2026-07-13T14:45:38
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/4044.0.0.0,7673388,7.32 MiB,2026-07-13T14:45:44
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/4045.0.0.0,7674255,7.32 MiB,2026-07-13T14:45:36
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/4046.0.0.0,7664681,7.31 MiB,2026-07-13T14:45:45
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/4047.0.0.0,7658000,7.30 MiB,2026-07-13T14:45:43
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/4048.0.0.0,7655955,7.30 MiB,2026-07-13T14:45:44
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/4049.0.0.0,7675549,7.32 MiB,2026-07-13T14:45:48
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/4050.0.0.0,7651936,7.30 MiB,2026-07-13T14:45:57
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/4051.0.0.0,7645231,7.29 MiB,2026-07-13T14:45:53
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/4052.0.0.0,7659750,7.30 MiB,2026-07-13T14:45:56
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/4053.0.0.0,7680919,7.33 MiB,2026-07-13T14:45:56
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/4054.0.0.0,7668261,7.31 MiB,2026-07-13T14:45:59
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/4055.0.0.0,7675761,7.32 MiB,2026-07-13T14:46:05
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/4056.0.0.0,7672484,7.32 MiB,2026-07-13T14:46:06
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/4057.0.0.0,7644491,7.29 MiB,2026-07-13T14:46:03
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/4058.0.0.0,7654555,7.30 MiB,2026-07-13T14:46:06
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/4059.0.0.0,7652683,7.30 MiB,2026-07-13T14:46:13
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/4060.0.0.0,7652396,7.30 MiB,2026-07-13T14:46:15
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/4061.0.0.0,7656864,7.30 MiB,2026-07-13T14:46:15
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/4062.0.0.0,7682846,7.33 MiB,2026-07-13T14:46:15
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/4063.0.0.0,7656388,7.30 MiB,2026-07-13T14:46:22
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/4064.0.0.0,7658268,7.30 MiB,2026-07-13T14:46:22
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/4065.0.0.0,7624786,7.27 MiB,2026-07-13T14:46:23
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/4066.0.0.0,7627931,7.27 MiB,2026-07-13T14:46:23
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/4067.0.0.0,7665299,7.31 MiB,2026-07-13T14:46:29
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/4068.0.0.0,7681692,7.33 MiB,2026-07-13T14:46:28
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/4069.0.0.0,7688408,7.33 MiB,2026-07-13T14:46:33
ERA5_WeatherBench2_1979_2022,ERA5_WeatherBench2_1979_2022/geopotential/4070.0.0.0,7682719,7.33 MiB,2026-07-13T14:46:31
