variable,time_chunk_index,chunk_file,chunk_start,chunk_end,present,size_bytes,size_human
geopotential,4431,4431.0.0.0,1983-04-07T00:00:00.000000000,1983-04-08T18:00:00.000000000,True,7639100,7.29 MiB
geopotential,4432,4432.0.0.0,1983-04-09T00:00:00.000000000,1983-04-10T18:00:00.000000000,True,7670206,7.31 MiB
geopotential,4433,4433.0.0.0,1983-04-11T00:00:00.000000000,1983-04-12T18:00:00.000000000,True,7647996,7.29 MiB
geopotential,4434,4434.0.0.0,1983-04-13T00:00:00.000000000,1983-04-14T18:00:00.000000000,True,7656951,7.30 MiB
geopotential,4435,4435.0.0.0,1983-04-15T00:00:00.000000000,1983-04-16T18:00:00.000000000,True,7673599,7.32 MiB
geopotential,4436,4436.0.0.0,1983-04-17T00:00:00.000000000,1983-04-18T18:00:00.000000000,True,7676177,7.32 MiB
geopotential,4437,4437.0.0.0,1983-04-19T00:00:00.000000000,1983-04-20T18:00:00.000000000,True,7675227,7.32 MiB
geopotential,4438,4438.0.0.0,1983-04-21T00:00:00.000000000,1983-04-22T18:00:00.000000000,True,7640323,7.29 MiB
geopotential,4439,4439.0.0.0,1983-04-23T00:00:00.000000000,1983-04-24T18:00:00.000000000,True,7649543,7.30 MiB
geopotential,4440,4440.0.0.0,1983-04-25T00:00:00.000000000,1983-04-26T18:00:00.000000000,True,7667145,7.31 MiB
geopotential,4441,4441.0.0.0,1983-04-27T00:00:00.000000000,1983-04-28T18:00:00.000000000,True,7645952,7.29 MiB
geopotential,4442,4442.0.0.0,1983-04-29T00:00:00.000000000,1983-04-30T18:00:00.000000000,True,7645722,7.29 MiB
geopotential,4443,4443.0.0.0,1983-05-01T00:00:00.000000000,1983-05-02T18:00:00.000000000,True,7665279,7.31 MiB
geopotential,4444,4444.0.0.0,1983-05-03T00:00:00.000000000,1983-05-04T18:00:00.000000000,True,7650737,7.30 MiB
geopotential,4445,4445.0.0.0,1983-05-05T00:00:00.000000000,1983-05-06T18:00:00.000000000,True,7638820,7.28 MiB
geopotential,4446,4446.0.0.0,1983-05-07T00:00:00.000000000,1983-05-08T18:00:00.000000000,True,7635105,7.28 MiB
geopotential,4447,4447.0.0.0,1983-05-09T00:00:00.000000000,1983-05-10T18:00:00.000000000,True,7625638,7.27 MiB
geopotential,4448,4448.0.0.0,1983-05-11T00:00:00.000000000,1983-05-12T18:00:00.000000000,True,7637317,7.28 MiB
geopotential,4449,4449.0.0.0,1983-05-13T00:00:00.000000000,1983-05-14T18:00:00.000000000,True,7650615,7.30 MiB
geopotential,4450,4450.0.0.0,1983-05-15T00:00:00.000000000,1983-05-16T18:00:00.000000000,True,7674276,7.32 MiB
geopotential,4451,4451.0.0.0,1983-05-17T00:00:00.000000000,1983-05-18T18:00:00.000000000,True,7688877,7.33 MiB
geopotential,4452,4452.0.0.0,1983-05-19T00:00:00.000000000,1983-05-20T18:00:00.000000000,True,7675736,7.32 MiB
geopotential,4453,4453.0.0.0,1983-05-21T00:00:00.000000000,1983-05-22T18:00:00.000000000,True,7643637,7.29 MiB
geopotential,4454,4454.0.0.0,1983-05-23T00:00:00.000000000,1983-05-24T18:00:00.000000000,True,7641876,7.29 MiB
geopotential,4455,4455.0.0.0,1983-05-25T00:00:00.000000000,1983-05-26T18:00:00.000000000,True,7648158,7.29 MiB
geopotential,4456,4456.0.0.0,1983-05-27T00:00:00.000000000,1983-05-28T18:00:00.000000000,True,7649179,7.29 MiB
geopotential,4457,4457.0.0.0,1983-05-29T00:00:00.000000000,1983-05-30T18:00:00.000000000,True,7655065,7.30 MiB
geopotential,4458,4458.0.0.0,1983-05-31T00:00:00.000000000,1983-06-01T18:00:00.000000000,True,7656901,7.30 MiB
geopotential,4459,4459.0.0.0,1983-06-02T00:00:00.000000000,1983-06-03T18:00:00.000000000,True,7627076,7.27 MiB
geopotential,4460,4460.0.0.0,1983-06-04T00:00:00.000000000,1983-06-05T18:00:00.000000000,True,7638715,7.28 MiB
geopotential,4461,4461.0.0.0,1983-06-06T00:00:00.000000000,1983-06-07T18:00:00.000000000,True,7627969,7.27 MiB
geopotential,4462,4462.0.0.0,1983-06-08T00:00:00.000000000,1983-06-09T18:00:00.000000000,True,7629843,7.28 MiB
geopotential,4463,4463.0.0.0,1983-06-10T00:00:00.000000000,1983-06-11T18:00:00.000000000,True,7655570,7.30 MiB
geopotential,4464,4464.0.0.0,1983-06-12T00:00:00.000000000,1983-06-13T18:00:00.000000000,True,7645398,7.29 MiB
geopotential,4465,4465.0.0.0,1983-06-14T00:00:00.000000000,1983-06-15T18:00:00.000000000,True,7653181,7.30 MiB
geopotential,4466,4466.0.0.0,1983-06-16T00:00:00.000000000,1983-06-17T18:00:00.000000000,True,7650593,7.30 MiB
geopotential,4467,4467.0.0.0,1983-06-18T00:00:00.000000000,1983-06-19T18:00:00.000000000,True,7670261,7.31 MiB
geopotential,4468,4468.0.0.0,1983-06-20T00:00:00.000000000,1983-06-21T18:00:00.000000000,True,7679962,7.32 MiB
geopotential,4469,4469.0.0.0,1983-06-22T00:00:00.000000000,1983-06-23T18:00:00.000000000,True,7661006,7.31 MiB
geopotential,4470,4470.0.0.0,1983-06-24T00:00:00.000000000,1983-06-25T18:00:00.000000000,True,7674663,7.32 MiB
geopotential,4471,4471.0.0.0,1983-06-26T00:00:00.000000000,1983-06-27T18:00:00.000000000,True,7662162,7.31 MiB
geopotential,4472,4472.0.0.0,1983-06-28T00:00:00.000000000,1983-06-29T18:00:00.000000000,True,7644417,7.29 MiB
geopotential,4473,4473.0.0.0,1983-06-30T00:00:00.000000000,1983-07-01T18:00:00.000000000,True,7640629,7.29 MiB
geopotential,4474,4474.0.0.0,1983-07-02T00:00:00.000000000,1983-07-03T18:00:00.000000000,True,7639713,7.29 MiB
geopotential,4475,4475.0.0.0,1983-07-04T00:00:00.000000000,1983-07-05T18:00:00.000000000,True,7647668,7.29 MiB
geopotential,4476,4476.0.0.0,1983-07-06T00:00:00.000000000,1983-07-07T18:00:00.000000000,True,7671645,7.32 MiB
geopotential,4477,4477.0.0.0,1983-07-08T00:00:00.000000000,1983-07-09T18:00:00.000000000,True,7662666,7.31 MiB
geopotential,4478,4478.0.0.0,1983-07-10T00:00:00.000000000,1983-07-11T18:00:00.000000000,True,7654148,7.30 MiB
geopotential,4479,4479.0.0.0,1983-07-12T00:00:00.000000000,1983-07-13T18:00:00.000000000,True,7629497,7.28 MiB
geopotential,4480,4480.0.0.0,1983-07-14T00:00:00.000000000,1983-07-15T18:00:00.000000000,True,7606789,7.25 MiB
geopotential,4481,4481.0.0.0,1983-07-16T00:00:00.000000000,1983-07-17T18:00:00.000000000,True,7636169,7.28 MiB
geopotential,4482,4482.0.0.0,1983-07-18T00:00:00.000000000,1983-07-19T18:00:00.000000000,True,7642661,7.29 MiB
geopotential,4483,4483.0.0.0,1983-07-20T00:00:00.000000000,1983-07-21T18:00:00.000000000,True,7640680,7.29 MiB
geopotential,4484,4484.0.0.0,1983-07-22T00:00:00.000000000,1983-07-23T18:00:00.000000000,True,7636442,7.28 MiB
geopotential,4485,4485.0.0.0,1983-07-24T00:00:00.000000000,1983-07-25T18:00:00.000000000,True,7640181,7.29 MiB
geopotential,4486,4486.0.0.0,1983-07-26T00:00:00.000000000,1983-07-27T18:00:00.000000000,True,7629486,7.28 MiB
geopotential,4487,4487.0.0.0,1983-07-28T00:00:00.000000000,1983-07-29T18:00:00.000000000,True,7642022,7.29 MiB
geopotential,4488,4488.0.0.0,1983-07-30T00:00:00.000000000,1983-07-31T18:00:00.000000000,True,7651184,7.30 MiB
geopotential,4489,4489.0.0.0,1983-08-01T00:00:00.000000000,1983-08-02T18:00:00.000000000,True,7657188,7.30 MiB
geopotential,4490,4490.0.0.0,1983-08-03T00:00:00.000000000,1983-08-04T18:00:00.000000000,True,7664722,7.31 MiB
geopotential,4491,4491.0.0.0,1983-08-05T00:00:00.000000000,1983-08-06T18:00:00.000000000,True,7679794,7.32 MiB
geopotential,4492,4492.0.0.0,1983-08-07T00:00:00.000000000,1983-08-08T18:00:00.000000000,True,7638996,7.29 MiB
geopotential,4493,4493.0.0.0,1983-08-09T00:00:00.000000000,1983-08-10T18:00:00.000000000,True,7629353,7.28 MiB
geopotential,4494,4494.0.0.0,1983-08-11T00:00:00.000000000,1983-08-12T18:00:00.000000000,True,7632162,7.28 MiB
geopotential,4495,4495.0.0.0,1983-08-13T00:00:00.000000000,1983-08-14T18:00:00.000000000,True,7638667,7.28 MiB
geopotential,4496,4496.0.0.0,1983-08-15T00:00:00.000000000,1983-08-16T18:00:00.000000000,True,7643983,7.29 MiB
geopotential,4497,4497.0.0.0,1983-08-17T00:00:00.000000000,1983-08-18T18:00:00.000000000,True,7639968,7.29 MiB
geopotential,4498,4498.0.0.0,1983-08-19T00:00:00.000000000,1983-08-20T18:00:00.000000000,True,7640036,7.29 MiB
geopotential,4499,4499.0.0.0,1983-08-21T00:00:00.000000000,1983-08-22T18:00:00.000000000,True,7646239,7.29 MiB
geopotential,4500,4500.0.0.0,1983-08-23T00:00:00.000000000,1983-08-24T18:00:00.000000000,True,7690339,7.33 MiB
geopotential,4501,4501.0.0.0,1983-08-25T00:00:00.000000000,1983-08-26T18:00:00.000000000,True,7673661,7.32 MiB
geopotential,4502,4502.0.0.0,1983-08-27T00:00:00.000000000,1983-08-28T18:00:00.000000000,True,7659375,7.30 MiB
geopotential,4503,4503.0.0.0,1983-08-29T00:00:00.000000000,1983-08-30T18:00:00.000000000,True,7652716,7.30 MiB
geopotential,4504,4504.0.0.0,1983-08-31T00:00:00.000000000,1983-09-01T18:00:00.000000000,True,7643525,7.29 MiB
geopotential,4505,4505.0.0.0,1983-09-02T00:00:00.000000000,1983-09-03T18:00:00.000000000,True,7638604,7.28 MiB
geopotential,4506,4506.0.0.0,1983-09-04T00:00:00.000000000,1983-09-05T18:00:00.000000000,True,7641710,7.29 MiB
geopotential,4507,4507.0.0.0,1983-09-06T00:00:00.000000000,1983-09-07T18:00:00.000000000,True,7667772,7.31 MiB
geopotential,4508,4508.0.0.0,1983-09-08T00:00:00.000000000,1983-09-09T18:00:00.000000000,True,7654252,7.30 MiB
geopotential,4509,4509.0.0.0,1983-09-10T00:00:00.000000000,1983-09-11T18:00:00.000000000,True,7654152,7.30 MiB
geopotential,4510,4510.0.0.0,1983-09-12T00:00:00.000000000,1983-09-13T18:00:00.000000000,True,7641152,7.29 MiB
geopotential,4511,4511.0.0.0,1983-09-14T00:00:00.000000000,1983-09-15T18:00:00.000000000,True,7636622,7.28 MiB
geopotential,4512,4512.0.0.0,1983-09-16T00:00:00.000000000,1983-09-17T18:00:00.000000000,True,7669455,7.31 MiB
geopotential,4513,4513.0.0.0,1983-09-18T00:00:00.000000000,1983-09-19T18:00:00.000000000,True,7658502,7.30 MiB
geopotential,4514,4514.0.0.0,1983-09-20T00:00:00.000000000,1983-09-21T18:00:00.000000000,True,7646492,7.29 MiB
geopotential,4515,4515.0.0.0,1983-09-22T00:00:00.000000000,1983-09-23T18:00:00.000000000,True,7654701,7.30 MiB
geopotential,4516,4516.0.0.0,1983-09-24T00:00:00.000000000,1983-09-25T18:00:00.000000000,True,7687569,7.33 MiB
geopotential,4517,4517.0.0.0,1983-09-26T00:00:00.000000000,1983-09-27T18:00:00.000000000,True,7662933,7.31 MiB
geopotential,4518,4518.0.0.0,1983-09-28T00:00:00.000000000,1983-09-29T18:00:00.000000000,True,7676319,7.32 MiB
geopotential,4519,4519.0.0.0,1983-09-30T00:00:00.000000000,1983-10-01T18:00:00.000000000,True,7684198,7.33 MiB
geopotential,4520,4520.0.0.0,1983-10-02T00:00:00.000000000,1983-10-03T18:00:00.000000000,True,7662277,7.31 MiB
geopotential,4521,4521.0.0.0,1983-10-04T00:00:00.000000000,1983-10-05T18:00:00.000000000,True,7659523,7.30 MiB
geopotential,4522,4522.0.0.0,1983-10-06T00:00:00.000000000,1983-10-07T18:00:00.000000000,True,7663203,7.31 MiB
geopotential,4523,4523.0.0.0,1983-10-08T00:00:00.000000000,1983-10-09T18:00:00.000000000,True,7651585,7.30 MiB
geopotential,4524,4524.0.0.0,1983-10-10T00:00:00.000000000,1983-10-11T18:00:00.000000000,True,7643476,7.29 MiB
geopotential,4525,4525.0.0.0,1983-10-12T00:00:00.000000000,1983-10-13T18:00:00.000000000,True,7659046,7.30 MiB
geopotential,4526,4526.0.0.0,1983-10-14T00:00:00.000000000,1983-10-15T18:00:00.000000000,True,7639936,7.29 MiB
geopotential,4527,4527.0.0.0,1983-10-16T00:00:00.000000000,1983-10-17T18:00:00.000000000,True,7629073,7.28 MiB
geopotential,4528,4528.0.0.0,1983-10-18T00:00:00.000000000,1983-10-19T18:00:00.000000000,True,7649530,7.30 MiB
geopotential,4529,4529.0.0.0,1983-10-20T00:00:00.000000000,1983-10-21T18:00:00.000000000,True,7663440,7.31 MiB
geopotential,4530,4530.0.0.0,1983-10-22T00:00:00.000000000,1983-10-23T18:00:00.000000000,True,7680799,7.32 MiB
geopotential,4531,4531.0.0.0,1983-10-24T00:00:00.000000000,1983-10-25T18:00:00.000000000,True,7677354,7.32 MiB
geopotential,4532,4532.0.0.0,1983-10-26T00:00:00.000000000,1983-10-27T18:00:00.000000000,True,7681881,7.33 MiB
geopotential,4533,4533.0.0.0,1983-10-28T00:00:00.000000000,1983-10-29T18:00:00.000000000,True,7657579,7.30 MiB
geopotential,4534,4534.0.0.0,1983-10-30T00:00:00.000000000,1983-10-31T18:00:00.000000000,True,7639607,7.29 MiB
geopotential,4535,4535.0.0.0,1983-11-01T00:00:00.000000000,1983-11-02T18:00:00.000000000,True,7634573,7.28 MiB
geopotential,4536,4536.0.0.0,1983-11-03T00:00:00.000000000,1983-11-04T18:00:00.000000000,True,7635333,7.28 MiB
geopotential,4537,4537.0.0.0,1983-11-05T00:00:00.000000000,1983-11-06T18:00:00.000000000,True,7641717,7.29 MiB
geopotential,4538,4538.0.0.0,1983-11-07T00:00:00.000000000,1983-11-08T18:00:00.000000000,True,7649336,7.29 MiB
geopotential,4539,4539.0.0.0,1983-11-09T00:00:00.000000000,1983-11-10T18:00:00.000000000,True,7650396,7.30 MiB
geopotential,4540,4540.0.0.0,1983-11-11T00:00:00.000000000,1983-11-12T18:00:00.000000000,True,7650123,7.30 MiB
geopotential,4541,4541.0.0.0,1983-11-13T00:00:00.000000000,1983-11-14T18:00:00.000000000,True,7657738,7.30 MiB
geopotential,4542,4542.0.0.0,1983-11-15T00:00:00.000000000,1983-11-16T18:00:00.000000000,True,7669588,7.31 MiB
geopotential,4543,4543.0.0.0,1983-11-17T00:00:00.000000000,1983-11-18T18:00:00.000000000,True,7657668,7.30 MiB
geopotential,4544,4544.0.0.0,1983-11-19T00:00:00.000000000,1983-11-20T18:00:00.000000000,True,7642547,7.29 MiB
geopotential,4545,4545.0.0.0,1983-11-21T00:00:00.000000000,1983-11-22T18:00:00.000000000,True,7666869,7.31 MiB
geopotential,4546,4546.0.0.0,1983-11-23T00:00:00.000000000,1983-11-24T18:00:00.000000000,True,7655575,7.30 MiB
geopotential,4547,4547.0.0.0,1983-11-25T00:00:00.000000000,1983-11-26T18:00:00.000000000,True,7672831,7.32 MiB
geopotential,4548,4548.0.0.0,1983-11-27T00:00:00.000000000,1983-11-28T18:00:00.000000000,True,7649975,7.30 MiB
geopotential,4549,4549.0.0.0,1983-11-29T00:00:00.000000000,1983-11-30T18:00:00.000000000,True,7650988,7.30 MiB
geopotential,4550,4550.0.0.0,1983-12-01T00:00:00.000000000,1983-12-02T18:00:00.000000000,True,7671557,7.32 MiB
geopotential,4551,4551.0.0.0,1983-12-03T00:00:00.000000000,1983-12-04T18:00:00.000000000,True,7683919,7.33 MiB
geopotential,4552,4552.0.0.0,1983-12-05T00:00:00.000000000,1983-12-06T18:00:00.000000000,True,7661371,7.31 MiB
geopotential,4553,4553.0.0.0,1983-12-07T00:00:00.000000000,1983-12-08T18:00:00.000000000,True,7659016,7.30 MiB
geopotential,4554,4554.0.0.0,1983-12-09T00:00:00.000000000,1983-12-10T18:00:00.000000000,True,7637383,7.28 MiB
geopotential,4555,4555.0.0.0,1983-12-11T00:00:00.000000000,1983-12-12T18:00:00.000000000,True,7639650,7.29 MiB
geopotential,4556,4556.0.0.0,1983-12-13T00:00:00.000000000,1983-12-14T18:00:00.000000000,True,7637365,7.28 MiB
geopotential,4557,4557.0.0.0,1983-12-15T00:00:00.000000000,1983-12-16T18:00:00.000000000,True,7649557,7.30 MiB
geopotential,4558,4558.0.0.0,1983-12-17T00:00:00.000000000,1983-12-18T18:00:00.000000000,True,7635000,7.28 MiB
geopotential,4559,4559.0.0.0,1983-12-19T00:00:00.000000000,1983-12-20T18:00:00.000000000,True,7646408,7.29 MiB
geopotential,4560,4560.0.0.0,1983-12-21T00:00:00.000000000,1983-12-22T18:00:00.000000000,True,7688210,7.33 MiB
geopotential,4561,4561.0.0.0,1983-12-23T00:00:00.000000000,1983-12-24T18:00:00.000000000,True,7688430,7.33 MiB
geopotential,4562,4562.0.0.0,1983-12-25T00:00:00.000000000,1983-12-26T18:00:00.000000000,True,7681199,7.33 MiB
geopotential,4563,4563.0.0.0,1983-12-27T00:00:00.000000000,1983-12-28T18:00:00.000000000,True,7661952,7.31 MiB
geopotential,4564,4564.0.0.0,1983-12-29T00:00:00.000000000,1983-12-30T18:00:00.000000000,True,7639986,7.29 MiB
geopotential,4565,4565.0.0.0,1983-12-31T00:00:00.000000000,1984-01-01T18:00:00.000000000,True,7646450,7.29 MiB
geopotential,4566,4566.0.0.0,1984-01-02T00:00:00.000000000,1984-01-03T18:00:00.000000000,True,7636380,7.28 MiB
geopotential,4567,4567.0.0.0,1984-01-04T00:00:00.000000000,1984-01-05T18:00:00.000000000,True,7651616,7.30 MiB
geopotential,4568,4568.0.0.0,1984-01-06T00:00:00.000000000,1984-01-07T18:00:00.000000000,True,7632513,7.28 MiB
geopotential,4569,4569.0.0.0,1984-01-08T00:00:00.000000000,1984-01-09T18:00:00.000000000,True,7630716,7.28 MiB
geopotential,4570,4570.0.0.0,1984-01-10T00:00:00.000000000,1984-01-11T18:00:00.000000000,True,7641184,7.29 MiB
geopotential,4571,4571.0.0.0,1984-01-12T00:00:00.000000000,1984-01-13T18:00:00.000000000,True,7664934,7.31 MiB
geopotential,4572,4572.0.0.0,1984-01-14T00:00:00.000000000,1984-01-15T18:00:00.000000000,True,7667579,7.31 MiB
geopotential,4573,4573.0.0.0,1984-01-16T00:00:00.000000000,1984-01-17T18:00:00.000000000,True,7666938,7.31 MiB
geopotential,4574,4574.0.0.0,1984-01-18T00:00:00.000000000,1984-01-19T18:00:00.000000000,True,7656105,7.30 MiB
geopotential,4575,4575.0.0.0,1984-01-20T00:00:00.000000000,1984-01-21T18:00:00.000000000,True,7635080,7.28 MiB
geopotential,4576,4576.0.0.0,1984-01-22T00:00:00.000000000,1984-01-23T18:00:00.000000000,True,7645668,7.29 MiB
geopotential,4577,4577.0.0.0,1984-01-24T00:00:00.000000000,1984-01-25T18:00:00.000000000,True,7619634,7.27 MiB
geopotential,4578,4578.0.0.0,1984-01-26T00:00:00.000000000,1984-01-27T18:00:00.000000000,True,7628742,7.28 MiB
geopotential,4579,4579.0.0.0,1984-01-28T00:00:00.000000000,1984-01-29T18:00:00.000000000,True,7622483,7.27 MiB
geopotential,4580,4580.0.0.0,1984-01-30T00:00:00.000000000,1984-01-31T18:00:00.000000000,True,7626917,7.27 MiB
geopotential,4581,4581.0.0.0,1984-02-01T00:00:00.000000000,1984-02-02T18:00:00.000000000,True,7631016,7.28 MiB
geopotential,4582,4582.0.0.0,1984-02-03T00:00:00.000000000,1984-02-04T18:00:00.000000000,True,7639479,7.29 MiB
geopotential,4583,4583.0.0.0,1984-02-05T00:00:00.000000000,1984-02-06T18:00:00.000000000,True,7648802,7.29 MiB
geopotential,4584,4584.0.0.0,1984-02-07T00:00:00.000000000,1984-02-08T18:00:00.000000000,True,7649109,7.29 MiB
geopotential,4585,4585.0.0.0,1984-02-09T00:00:00.000000000,1984-02-10T18:00:00.000000000,True,7667803,7.31 MiB
geopotential,4586,4586.0.0.0,1984-02-11T00:00:00.000000000,1984-02-12T18:00:00.000000000,True,7659226,7.30 MiB
geopotential,4587,4587.0.0.0,1984-02-13T00:00:00.000000000,1984-02-14T18:00:00.000000000,True,7637886,7.28 MiB
geopotential,4588,4588.0.0.0,1984-02-15T00:00:00.000000000,1984-02-16T18:00:00.000000000,True,7638836,7.28 MiB
geopotential,4589,4589.0.0.0,1984-02-17T00:00:00.000000000,1984-02-18T18:00:00.000000000,True,7633188,7.28 MiB
geopotential,4590,4590.0.0.0,1984-02-19T00:00:00.000000000,1984-02-20T18:00:00.000000000,True,7636760,7.28 MiB
geopotential,4591,4591.0.0.0,1984-02-21T00:00:00.000000000,1984-02-22T18:00:00.000000000,True,7653111,7.30 MiB
geopotential,4592,4592.0.0.0,1984-02-23T00:00:00.000000000,1984-02-24T18:00:00.000000000,True,7658603,7.30 MiB
geopotential,4593,4593.0.0.0,1984-02-25T00:00:00.000000000,1984-02-26T18:00:00.000000000,True,7680849,7.33 MiB
geopotential,4594,4594.0.0.0,1984-02-27T00:00:00.000000000,1984-02-28T18:00:00.000000000,True,7679902,7.32 MiB
geopotential,4595,4595.0.0.0,1984-02-29T00:00:00.000000000,1984-03-01T18:00:00.000000000,True,7676583,7.32 MiB
geopotential,4596,4596.0.0.0,1984-03-02T00:00:00.000000000,1984-03-03T18:00:00.000000000,True,7677486,7.32 MiB
geopotential,4597,4597.0.0.0,1984-03-04T00:00:00.000000000,1984-03-05T18:00:00.000000000,True,7681833,7.33 MiB
geopotential,4598,4598.0.0.0,1984-03-06T00:00:00.000000000,1984-03-07T18:00:00.000000000,True,7673205,7.32 MiB
geopotential,4599,4599.0.0.0,1984-03-08T00:00:00.000000000,1984-03-09T18:00:00.000000000,True,7689456,7.33 MiB
geopotential,4600,4600.0.0.0,1984-03-10T00:00:00.000000000,1984-03-11T18:00:00.000000000,True,7683434,7.33 MiB
geopotential,4601,4601.0.0.0,1984-03-12T00:00:00.000000000,1984-03-13T18:00:00.000000000,True,7660230,7.31 MiB
geopotential,4602,4602.0.0.0,1984-03-14T00:00:00.000000000,1984-03-15T18:00:00.000000000,True,7651214,7.30 MiB
geopotential,4603,4603.0.0.0,1984-03-16T00:00:00.000000000,1984-03-17T18:00:00.000000000,True,7623076,7.27 MiB
geopotential,4604,4604.0.0.0,1984-03-18T00:00:00.000000000,1984-03-19T18:00:00.000000000,True,7634314,7.28 MiB
geopotential,4605,4605.0.0.0,1984-03-20T00:00:00.000000000,1984-03-21T18:00:00.000000000,True,7643732,7.29 MiB
geopotential,4606,4606.0.0.0,1984-03-22T00:00:00.000000000,1984-03-23T18:00:00.000000000,True,7664174,7.31 MiB
geopotential,4607,4607.0.0.0,1984-03-24T00:00:00.000000000,1984-03-25T18:00:00.000000000,True,7661066,7.31 MiB
geopotential,4608,4608.0.0.0,1984-03-26T00:00:00.000000000,1984-03-27T18:00:00.000000000,True,7653291,7.30 MiB
geopotential,4609,4609.0.0.0,1984-03-28T00:00:00.000000000,1984-03-29T18:00:00.000000000,True,7642955,7.29 MiB
geopotential,4610,4610.0.0.0,1984-03-30T00:00:00.000000000,1984-03-31T18:00:00.000000000,True,7620228,7.27 MiB
geopotential,4611,4611.0.0.0,1984-04-01T00:00:00.000000000,1984-04-02T18:00:00.000000000,True,7631307,7.28 MiB
geopotential,4612,4612.0.0.0,1984-04-03T00:00:00.000000000,1984-04-04T18:00:00.000000000,True,7652027,7.30 MiB
geopotential,4613,4613.0.0.0,1984-04-05T00:00:00.000000000,1984-04-06T18:00:00.000000000,True,7646930,7.29 MiB
geopotential,4614,4614.0.0.0,1984-04-07T00:00:00.000000000,1984-04-08T18:00:00.000000000,True,7648785,7.29 MiB
geopotential,4615,4615.0.0.0,1984-04-09T00:00:00.000000000,1984-04-10T18:00:00.000000000,True,7648620,7.29 MiB
geopotential,4616,4616.0.0.0,1984-04-11T00:00:00.000000000,1984-04-12T18:00:00.000000000,True,7650061,7.30 MiB
geopotential,4617,4617.0.0.0,1984-04-13T00:00:00.000000000,1984-04-14T18:00:00.000000000,True,7626680,7.27 MiB
geopotential,4618,4618.0.0.0,1984-04-15T00:00:00.000000000,1984-04-16T18:00:00.000000000,True,7633616,7.28 MiB
geopotential,4619,4619.0.0.0,1984-04-17T00:00:00.000000000,1984-04-18T18:00:00.000000000,True,7651778,7.30 MiB
geopotential,4620,4620.0.0.0,1984-04-19T00:00:00.000000000,1984-04-20T18:00:00.000000000,True,7644118,7.29 MiB
geopotential,4621,4621.0.0.0,1984-04-21T00:00:00.000000000,1984-04-22T18:00:00.000000000,True,7663055,7.31 MiB
geopotential,4622,4622.0.0.0,1984-04-23T00:00:00.000000000,1984-04-24T18:00:00.000000000,True,7652237,7.30 MiB
geopotential,4623,4623.0.0.0,1984-04-25T00:00:00.000000000,1984-04-26T18:00:00.000000000,True,7658128,7.30 MiB
geopotential,4624,4624.0.0.0,1984-04-27T00:00:00.000000000,1984-04-28T18:00:00.000000000,True,7663269,7.31 MiB
geopotential,4625,4625.0.0.0,1984-04-29T00:00:00.000000000,1984-04-30T18:00:00.000000000,True,7653689,7.30 MiB
geopotential,4626,4626.0.0.0,1984-05-01T00:00:00.000000000,1984-05-02T18:00:00.000000000,True,7626786,7.27 MiB
geopotential,4627,4627.0.0.0,1984-05-03T00:00:00.000000000,1984-05-04T18:00:00.000000000,True,7620868,7.27 MiB
geopotential,4628,4628.0.0.0,1984-05-05T00:00:00.000000000,1984-05-06T18:00:00.000000000,True,7634358,7.28 MiB
geopotential,4629,4629.0.0.0,1984-05-07T00:00:00.000000000,1984-05-08T18:00:00.000000000,True,7639332,7.29 MiB
geopotential,4630,4630.0.0.0,1984-05-09T00:00:00.000000000,1984-05-10T18:00:00.000000000,True,7623795,7.27 MiB
geopotential,4631,4631.0.0.0,1984-05-11T00:00:00.000000000,1984-05-12T18:00:00.000000000,True,7619281,7.27 MiB
geopotential,4632,4632.0.0.0,1984-05-13T00:00:00.000000000,1984-05-14T18:00:00.000000000,True,7637899,7.28 MiB
geopotential,4633,4633.0.0.0,1984-05-15T00:00:00.000000000,1984-05-16T18:00:00.000000000,True,7648692,7.29 MiB
geopotential,4634,4634.0.0.0,1984-05-17T00:00:00.000000000,1984-05-18T18:00:00.000000000,True,7656218,7.30 MiB
geopotential,4635,4635.0.0.0,1984-05-19T00:00:00.000000000,1984-05-20T18:00:00.000000000,True,7642075,7.29 MiB
geopotential,4636,4636.0.0.0,1984-05-21T00:00:00.000000000,1984-05-22T18:00:00.000000000,True,7639882,7.29 MiB
geopotential,4637,4637.0.0.0,1984-05-23T00:00:00.000000000,1984-05-24T18:00:00.000000000,True,7638454,7.28 MiB
geopotential,4638,4638.0.0.0,1984-05-25T00:00:00.000000000,1984-05-26T18:00:00.000000000,True,7630566,7.28 MiB
geopotential,4639,4639.0.0.0,1984-05-27T00:00:00.000000000,1984-05-28T18:00:00.000000000,True,7647593,7.29 MiB
geopotential,4640,4640.0.0.0,1984-05-29T00:00:00.000000000,1984-05-30T18:00:00.000000000,True,7670940,7.32 MiB
geopotential,4641,4641.0.0.0,1984-05-31T00:00:00.000000000,1984-06-01T18:00:00.000000000,True,7671241,7.32 MiB
geopotential,4642,4642.0.0.0,1984-06-02T00:00:00.000000000,1984-06-03T18:00:00.000000000,True,7663590,7.31 MiB
geopotential,4643,4643.0.0.0,1984-06-04T00:00:00.000000000,1984-06-05T18:00:00.000000000,True,7635705,7.28 MiB
geopotential,4644,4644.0.0.0,1984-06-06T00:00:00.000000000,1984-06-07T18:00:00.000000000,True,7633025,7.28 MiB
